,title,magnitude,date_time,tsunami,nst,depth,latitude,longitude,location,continent,country,date_parsed
331,"M 6.5 - 139 km ESE of Namie, Japan",6.5,11/7/2014 19:22,1,0,20,37.0052,142.452,"Namie, Japan",,,11/7/2014
332,"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,7/7/2014 11:23,1,0,53,14.724,-92.4614,"Puerto Madero, Mexico",,Mexico,7/7/2014
333,"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,4/7/2014 15:00,1,0,20,-6.2304,152.807,"Kokopo, Papua New Guinea",,,4/7/2014
334,"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,29-06-2014 17:15,1,0,18,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",,,6/29/2014
335,M 6.9 - South Sandwich Islands region,6.9,29-06-2014 07:52,1,0,8,-55.4703,-28.3669,South Sandwich Islands region,,,6/29/2014
336,"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,23-06-2014 20:53,1,0,109,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",North America,United States of America,6/23/2014
337,"M 6.7 - Kermadec Islands, New Zealand",6.7,23-06-2014 20:06,0,0,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",,,6/23/2014
338,"M 6.5 - Kermadec Islands, New Zealand",6.5,23-06-2014 19:21,0,0,10,-29.9379,-177.516,"Kermadec Islands, New Zealand",,,6/23/2014
339,"M 6.9 - Kermadec Islands, New Zealand",6.9,23-06-2014 19:19,1,0,20,-29.9772,-177.725,"Kermadec Islands, New Zealand",,,6/23/2014
340,"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,24-05-2014 09:25,0,0,6.43,40.2893,25.3889,"Kamariótissa, Greece",Europe,Greece,5/24/2014
341,"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,13-05-2014 06:35,1,0,10,7.2096,-82.3045,"Punta de Burica, Panama",,,5/13/2014
342,"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,1/5/2014 6:36,1,0,106,-21.4542,170.355,"Isangel, Vanuatu",,,1/5/2014
343,"M 6.5 - 107 km WSW of Vernon, Canada",6.5,24-04-2014 03:10,1,0,10,49.6388,-127.732,"Vernon, Canada",,,4/24/2014
344,"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,19-04-2014 13:28,1,0,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",,,4/19/2014
345,"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,19-04-2014 01:04,1,0,29,-6.6558,155.087,"Panguna, Papua New Guinea",,Papua New Guinea,4/19/2014
346,"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,18-04-2014 14:27,1,0,24,17.397,-100.972,"Coyuquilla Norte, Mexico",North America,Mexico,4/18/2014
347,"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,13-04-2014 13:24,0,0,10,-11.1284,162.052,"Kirakira, Solomon Islands",,,4/13/2014
348,"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,13-04-2014 12:36,1,0,39,-11.4633,162.051,"Kirakira, Solomon Islands",,,4/13/2014
349,"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,12/4/2014 20:14,1,0,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",,,12/4/2014
350,"M 6.6 - 15 km N of Belén, Nicaragua",6.6,11/4/2014 20:29,1,0,135,11.642,-85.8779,"Belén, Nicaragua",,Nicaragua,11/4/2014
351,"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,11/4/2014 8:16,1,0,20,-6.7878,154.95,"Panguna, Papua New Guinea",,,11/4/2014
352,"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,11/4/2014 7:07,1,0,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",,Papua New Guinea,11/4/2014
353,"M 7.7 - 53 km SW of Iquique, Chile",7.7,3/4/2014 2:43,1,0,22.4,-20.5709,-70.4931,"Iquique, Chile",,,3/4/2014
354,"M 6.5 - 45 km WSW of Iquique, Chile",6.5,3/4/2014 1:58,0,0,24.07,-20.3113,-70.5756,"Iquique, Chile",,,3/4/2014
355,"M 6.9 - 90 km WNW of Iquique, Chile",6.9,1/4/2014 23:57,0,0,28.42,-19.8927,-70.9455,"Iquique, Chile",,,1/4/2014
356,"M 8.2 - 93 km NW of Iquique, Chile",8.2,1/4/2014 23:46,1,0,25,-19.6097,-70.7691,"Iquique, Chile",,,1/4/2014
357,"M 6.7 - 63 km WNW of Iquique, Chile",6.7,16-03-2014 21:16,1,0,20,-19.9807,-70.7022,"Iquique, Chile",,,3/16/2014
358,"M 6.8 - 77 km WNW of Indianola, California",6.8,10/3/2014 5:18,1,112,16.441,40.8287,-125.134,"Indianola, California",,,10/3/2014
359,"M 6.5 - 109 km NW of Nago, Japan",6.5,2/3/2014 20:11,1,0,119,27.4312,127.367,"Nago, Japan",,,2/3/2014
360,"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,18-02-2014 09:27,1,0,14.83,14.6682,-58.9272,"Greenland, Barbados",,,2/18/2014
361,"M 6.9 - 272 km ESE of Hotan, China",6.9,12/2/2014 9:19,0,0,10,35.9053,82.5864,"Hotan, China",Asia,People's Republic of China,12/2/2014
362,"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,7/2/2014 8:40,1,0,122,-15.0691,167.372,"Port-Olry, Vanuatu",,Vanuatu,7/2/2014
363,M 6.5 - south of the Kermadec Islands,6.5,2/2/2014 9:26,1,0,44.26,-32.9076,-177.881,the Kermadec Islands,,,2/2/2014
364,"M 6.5 - 32 km W of Sola, Vanuatu",6.5,1/1/2014 16:03,1,0,187,-13.8633,167.249,"Sola, Vanuatu",,Vanuatu,1/1/2014
365,M 6.5 - Fiji region,6.5,23-11-2013 07:48,0,0,371,-17.1171,-176.545,Fiji region,,,11/23/2013
366,M 7.7 - Scotia Sea,7.7,17-11-2013 09:04,1,0,10,-60.2738,-46.4011,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),11/17/2013
367,M 6.9 - Scotia Sea,6.9,16-11-2013 03:34,1,0,9.97,-60.2627,-47.0621,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),11/16/2013
368,"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,31-10-2013 23:03,1,0,27,-30.2921,-71.5215,"Coquimbo, Chile",South America,Chile,10/31/2013
369,"M 7.1 - off the east coast of Honshu, Japan",7.1,25-10-2013 17:10,1,0,35,37.1557,144.661,"off the east coast of Honshu, Japan",,,10/25/2013
370,"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,19-10-2013 17:54,1,0,9.45,26.0913,-110.321,"Etchoropo, Mexico",,,10/19/2013
371,"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,16-10-2013 10:30,1,0,35,-6.4456,154.931,"Panguna, Papua New Guinea",,Papua New Guinea,10/16/2013
372,"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,15-10-2013 00:12,1,0,19.04,9.8796,124.117,"Sagbayan, Philippines",,Philippines,10/15/2013
373,"M 6.6 - 36 km W of Kíssamos, Greece",6.6,12/10/2013 13:11,0,0,40,35.5142,23.2523,"Kíssamos, Greece",Europe,,12/10/2013
374,M 6.7 - Sea of Okhotsk,6.7,1/10/2013 3:38,0,0,573,53.1995,152.786,Okhotsk,,,1/10/2013
375,"M 6.5 - Kermadec Islands, New Zealand",6.5,30-09-2013 05:55,1,0,41.54,-30.9255,-178.323,"Kermadec Islands, New Zealand",,,9/30/2013
376,"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,28-09-2013 07:34,0,0,12,27.1825,65.5052,"Khuzdar, Pakistan",Asia,Pakistan,9/28/2013
377,"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,25-09-2013 16:42,1,0,40,-15.8385,-74.5112,"Atiquipa, Peru",,Peru,9/25/2013
378,"M 7.7 - 113 km NW of Bela, Pakistan",7.7,24-09-2013 11:29,0,0,15,26.951,65.5009,"Bela, Pakistan",Asia,Pakistan,9/24/2013
379,"M 6.5 - 81 km SSW of Atka, Alaska",6.5,4/9/2013 2:32,1,0,20,51.5573,-174.767,"Atka, Alaska",,,4/9/2013
380,"M 6.5 - Izu Islands, Japan region",6.5,4/9/2013 0:18,0,0,402,29.9377,138.833,"Izu Islands, Japan region",,,4/9/2013
381,"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,1/9/2013 11:52,0,0,112,-7.44,128.221,"Lospalos, Timor Leste",,Indonesia,1/9/2013
382,"M 7.0 - 101 km SW of Atka, Alaska",7,30-08-2013 16:25,0,0,29,51.537,-175.23,"Atka, Alaska",,,8/30/2013
383,"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,16-08-2013 02:31,1,0,8.2,-41.734,174.152,"Blenheim, New Zealand",,New Zealand,8/16/2013
384,"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,13-08-2013 15:43,1,0,12,5.7732,-78.1999,"Bahía Solano, Colombia",,,8/13/2013
385,"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,21-07-2013 05:09,1,229,17,-41.704,174.337,"Blenheim, New Zealand",,New Zealand,7/21/2013
386,M 7.3 - South Sandwich Islands region,7.3,15-07-2013 14:03,1,398,11,-60.857,-25.07,South Sandwich Islands region,,United Kingdom of Great Britain and Northern Ireland (the),7/15/2013
387,"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,7/7/2013 20:30,0,139,56,-6.029,149.706,"Kandrian, Papua New Guinea",,Papua New Guinea,7/7/2013
388,"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,7/7/2013 18:35,1,117,385.5,-3.917,153.927,"Kokopo, Papua New Guinea",,Papua New Guinea,7/7/2013
389,M 6.6 - northern Mid-Atlantic Ridge,6.6,24-06-2013 22:04,1,111,10,10.701,-42.594,northern Mid-Atlantic Ridge,,,6/24/2013
390,"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,15-06-2013 17:34,1,698,30,11.763,-86.926,"Masachapa, Nicaragua",,,6/15/2013
391,"M 6.7 - south of Java, Indonesia",6.7,13-06-2013 16:47,0,515,9,-10.004,107.236,"Java, Indonesia",,,6/13/2013
392,M 6.7 - Sea of Okhotsk,6.7,24-05-2013 14:56,1,217,624,52.235,151.444,Okhotsk,,,5/24/2013
393,M 8.3 - Sea of Okhotsk,8.3,24-05-2013 05:44,1,385,598.1,54.892,153.221,Okhotsk,,,5/24/2013
394,"M 7.4 - 292 km SW of Vaini, Tonga",7.4,23-05-2013 17:19,1,626,173.7,-23.009,-177.232,"Vaini, Tonga",,,5/23/2013
395,"M 6.8 - Pagan region, Northern Mariana Islands",6.8,14-05-2013 00:32,0,131,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",,,5/14/2013
396,"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,23-04-2013 23:14,1,264,10,-3.898,152.127,"Rabaul, Papua New Guinea",,Papua New Guinea,4/23/2013
397,"M 6.6 - 56 km WSW of Linqiong, China",6.6,20-04-2013 00:02,0,548,14,30.308,102.888,"Linqiong, China",Asia,People's Republic of China,4/20/2013
398,"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,19-04-2013 03:05,1,770,110,46.221,150.788,"Kuril’sk, Russia",Asia,Russia,4/19/2013
399,"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,16-04-2013 22:55,1,445,13,-3.214,142.542,"Aitape, Papua New Guinea",,Papua New Guinea,4/16/2013
400,"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,16-04-2013 10:44,0,506,80,28.033,61.996,"Kh?sh, Iran",Asia,Iran,4/16/2013
401,"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,14-04-2013 01:32,1,491,31,-6.475,154.607,"Panguna, Papua New Guinea",,,4/14/2013
402,"M 7.0 - 260 km WSW of Abepura, Indonesia",7,6/4/2013 4:42,1,640,66,-3.517,138.476,"Abepura, Indonesia",,Indonesia,6/4/2013
403,"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,10/3/2013 22:51,1,317,28,-6.598,148.174,"Finschhafen, Papua New Guinea",,Papua New Guinea,10/3/2013
404,"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,1/3/2013 13:20,0,480,29,50.958,157.408,"Ozernovskiy, Russia",Asia,,1/3/2013
405,"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,28-02-2013 14:05,1,531,41,50.954,157.283,"Ozernovskiy, Russia",Asia,,2/28/2013
406,"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,14-02-2013 13:13,1,697,11,67.631,142.508,"Belaya Gora, Russia",Asia,Russia,2/14/2013
407,"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,9/2/2013 21:02,1,421,18,-10.994,165.741,"Lata, Solomon Islands",,Solomon Islands,9/2/2013
408,"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,9/2/2013 14:16,1,562,145,1.135,-77.393,"Yacuanquer, Colombia",South America,Colombia,9/2/2013
409,"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,8/2/2013 15:26,1,334,21,-10.928,166.018,"Lata, Solomon Islands",,Solomon Islands,8/2/2013
410,"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,8/2/2013 11:12,1,400,12,-10.838,165.969,"Lata, Solomon Islands",,Solomon Islands,8/2/2013
411,"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,7/2/2013 18:59,1,387,11,-10.997,165.655,"Lata, Solomon Islands",,Solomon Islands,7/2/2013
412,"M 7.0 - 33 km NW of Lata, Solomon Islands",7,6/2/2013 1:54,0,445,8.8,-10.499,165.588,"Lata, Solomon Islands",,Solomon Islands,6/2/2013
413,"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,6/2/2013 1:23,0,550,10,-11.183,164.882,"Lata, Solomon Islands",,,6/2/2013
414,"M 8.0 - 75 km W of Lata, Solomon Islands",8,6/2/2013 1:12,1,460,24,-10.799,165.114,"Lata, Solomon Islands",,,6/2/2013
415,"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,2/2/2013 14:17,0,686,107,42.77,143.092,"Obihiro, Japan",Asia,Japan,2/2/2013
416,"M 6.8 - 54 km N of Vallenar, Chile",6.8,30-01-2013 20:15,0,596,45,-28.094,-70.653,"Vallenar, Chile",South America,Chile,1/30/2013
417,"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,5/1/2013 8:58,0,0,8.7,55.228,-134.859,"Edna Bay, Alaska",,,5/1/2013
418,"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,21-12-2012 22:28,0,521,200.7,-14.344,167.286,"Sola, Vanuatu",,Vanuatu,12/21/2012
419,M 7.1 - Banda Sea,7.1,10/12/2012 16:53,0,517,155,-6.533,129.825,Banda Sea,,Indonesia,10/12/2012
420,"M 7.3 - 234 km SE of ?funato, Japan",7.3,7/12/2012 8:18,0,918,31,37.89,143.949,"?funato, Japan",,,7/12/2012
421,"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,11/11/2012 22:14,0,598,20,14.129,-92.164,"Champerico, Guatemala",,,11/11/2012
422,"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,11/11/2012 1:12,0,391,13.7,23.005,95.885,"Shwebo, Myanmar",Asia,Myanmar,11/11/2012
423,"M 7.4 - 33 km S of Champerico, Guatemala",7.4,7/11/2012 16:35,0,751,24,13.988,-91.895,"Champerico, Guatemala",,,7/11/2012
424,"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,28-10-2012 03:04,0,807,14,52.788,-132.101,"Prince Rupert, Canada",North America,Canada,10/28/2012
425,M 6.5 - Costa Rica,6.5,24-10-2012 00:45,0,691,17,10.086,-85.298,Costa Rica,,Costa Rica,10/24/2012
426,"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,12/10/2012 0:31,0,291,13,-4.892,134.03,"Tual, Indonesia",,Indonesia,12/10/2012
427,"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,30-09-2012 16:31,0,934,170,1.929,-76.362,"San Agustín, Colombia",South America,Colombia,9/30/2012
428,"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,5/9/2012 14:42,0,703,35,10.085,-85.315,"Hojancha, Costa Rica",,Costa Rica,5/9/2012
429,"M 7.6 - 89 km E of Sulangan, Philippines",7.6,31-08-2012 12:47,0,682,28,10.811,126.638,"Sulangan, Philippines",,,8/31/2012
430,"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,27-08-2012 04:37,0,417,28,12.139,-88.59,"Puerto El Triunfo, El Salvador",,,8/27/2012
431,"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,26-08-2012 15:05,0,497,91.1,2.19,126.837,"Tobelo, Indonesia",,Indonesia,8/26/2012
432,"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,14-08-2012 02:59,0,862,583.2,49.8,145.064,"Poronaysk, Russia",,,8/14/2012
433,"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,28-07-2012 20:03,0,576,41,-4.651,153.173,"Kokopo, Papua New Guinea",,Papua New Guinea,7/28/2012
434,"M 6.6 - 76 km W of Neiafu, Tonga",6.6,28-04-2012 10:08,0,529,134.7,-18.685,-174.705,"Neiafu, Tonga",,Tonga,4/28/2012
435,"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,21-04-2012 01:16,0,370,16,-1.617,134.276,"Manokwari, Indonesia",,Indonesia,4/21/2012
436,"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,17-04-2012 07:13,0,597,198,-5.462,147.117,"Lae, Papua New Guinea",,Papua New Guinea,4/17/2012
437,"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,17-04-2012 03:50,0,518,29,-32.625,-71.365,"Hacienda La Calera, Chile",South America,Chile,4/17/2012
438,"M 7.0 - 69 km ENE of San Luis, Mexico",7,12/4/2012 7:15,0,474,13,28.696,-113.104,"San Luis, Mexico",North America,Mexico,12/4/2012
439,"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,11/4/2012 22:55,0,599,20,18.229,-102.689,"El Habillal, Mexico",North America,Mexico,11/4/2012
440,M 8.2 - off the west coast of northern Sumatra,8.2,11/4/2012 10:43,0,341,25.1,0.802,92.463,off the west coast of northern Sumatra,,,11/4/2012
441,M 8.6 - off the west coast of northern Sumatra,8.6,11/4/2012 8:38,0,499,20,2.327,93.063,off the west coast of northern Sumatra,,,11/4/2012
442,"M 7.1 - 23 km NE of Constitución, Chile",7.1,25-03-2012 22:37,0,553,40.7,-35.2,-72.217,"Constitución, Chile",South America,Chile,3/25/2012
443,"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,21-03-2012 22:15,0,640,118,-6.242,145.955,"Kainantu, Papua New Guinea",,Papua New Guinea,3/21/2012
444,"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,20-03-2012 18:02,0,672,20,16.493,-98.231,"Santiago Llano Grande, Mexico",North America,Mexico,3/20/2012
445,"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,26-02-2012 06:17,0,596,12,51.708,95.991,"Saryg-Sep, Russia",Asia,Russia,2/26/2012
446,"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,6/2/2012 3:49,0,572,11,9.999,123.206,"Jimalalud, Philippines",,Philippines,6/2/2012
447,"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,2/2/2012 13:34,0,573,23,-17.827,167.133,"Port-Vila, Vanuatu",,,2/2/2012
448,M 7.2 - off the west coast of northern Sumatra,7.2,10/1/2012 18:36,0,443,19,2.433,93.21,off the west coast of northern Sumatra,,,10/1/2012
449,"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,27-12-2011 15:21,0,545,15,51.842,95.911,"Saryg-Sep, Russia",Asia,Russia,12/27/2011
450,"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,14-12-2011 05:04,0,485,135,-7.551,146.809,"Wau, Papua New Guinea",,Papua New Guinea,12/14/2011
451,"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,11/12/2011 1:47,0,578,59,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico,11/12/2011
452,"M 6.9 - 39 km SW of Santiago, Peru",6.9,28-10-2011 18:54,0,474,24,-14.438,-75.966,"Santiago, Peru",South America,Peru,10/28/2011
453,"M 7.1 - 27 km NNE of Van, Turkey",7.1,23-10-2011 10:41,0,693,18,38.721,43.508,"Van, Turkey",Asia,Turkey,10/23/2011
454,"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,14-10-2011 03:35,0,423,37,-6.57,147.881,"Finschhafen, Papua New Guinea",,Papua New Guinea,10/14/2011
455,"M 6.9 - 43 km NW of Mangan, India",6.9,18-09-2011 12:40,0,383,50,27.73,88.155,"Mangan, India",Asia,India,9/18/2011
456,"M 6.7 - 99 km NE of Miyako, Japan",6.7,16-09-2011 19:26,0,667,30,40.273,142.779,"Miyako, Japan",,,9/16/2011
457,"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,5/9/2011 17:55,0,447,91,2.965,97.893,"Kabanjahe, Indonesia",,Indonesia,5/9/2011
458,"M 7.0 - 133 km SSE of Isangel, Vanuatu",7,3/9/2011 22:55,0,406,185.1,-20.671,169.716,"Isangel, Vanuatu",,,3/9/2011
459,"M 7.0 - 64 km ESE of Contamana, Peru",7,24-08-2011 17:46,0,471,147,-7.641,-74.525,"Contamana, Peru",South America,Peru,8/24/2011
460,"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,20-08-2011 18:19,0,564,28,-18.311,168.218,"Port-Vila, Vanuatu",,,8/20/2011
461,"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,20-08-2011 17:13,0,322,35,-18.308,168.156,"Port-Vila, Vanuatu",,,8/20/2011
462,"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,20-08-2011 16:55,0,280,32,-18.365,168.143,"Port-Vila, Vanuatu",,,8/20/2011
463,"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,31-07-2011 23:38,0,229,10,-3.518,144.828,"Angoram, Papua New Guinea",,Papua New Guinea,7/31/2011
464,M 7.6 - Kermadec Islands region,7.6,6/7/2011 19:03,0,567,17,-29.539,-176.34,Kermadec Islands region,,,6/7/2011
465,"M 6.7 - 41 km NNE of Miyako, Japan",6.7,22-06-2011 21:50,0,592,33,39.955,142.205,"Miyako, Japan",Asia,Japan,6/22/2011
466,"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,10/5/2011 8:55,0,519,11,-20.244,168.226,"Wé, New Caledonia",,,10/5/2011
467,"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,23-04-2011 04:16,0,445,79,-10.375,161.2,"Kirakira, Solomon Islands",,Solomon Islands,4/23/2011
468,"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,11/4/2011 8:16,0,586,11,37.001,140.401,"Ishikawa, Japan",Asia,Japan,11/4/2011
469,"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,7/4/2011 14:32,0,446,42,38.276,141.588,"Ishinomaki, Japan",Asia,Japan,7/4/2011
